title,release_year,runtime,imdb_score,type_SHOW,is_high_rated
Paava Kadhaigal,2020,118,8.1,True,1
Eggnoid: Love & Time Portal,2019,102,6.2,False,0
The Devil Punisher,2020,70,5.9,True,0
Almost Love,2019,94,5.7,False,0
The Trap,2019,90,4.3,False,0
Guillermo Vilas: Settling the Score,2020,94,7.1,False,1
The 3rd Eye 2,2019,115,5.3,False,0
Guatemala: Heart of the Mayan World,2019,66,6.6,False,0
Krishna and His Leela,2020,125,5.6,False,0
Nailed It! Mexico,2019,32,6.2,True,0
Raat Akeli Hai,2020,149,7.3,False,1
The Spooky Tale of Captain Underpants Hack-a-Ween,2019,45,6.0,False,0
Country Ever After,2020,24,6.3,True,0
Dogwashers,2020,107,5.8,False,0
Mighty Little Bheem,2019,6,6.4,True,0
The Day I Lost My Shadow,2019,94,6.1,False,0
Shanghai Fortress,2019,107,4.3,False,0
Thiago Ventura: POKAS,2020,82,6.4,False,0
Rhyme Time Town,2020,23,7.5,True,1
Hunter in the Blue Side of Manchester,2020,89,5.8,False,0
Sakho & Mangane,2019,51,6.5,True,0
Sitara,2019,128,8.0,False,1
Torbaaz,2020,132,7.0,False,1
Sam Jay: 3 in the Morning,2020,64,6.4,False,0
Feo pero Sabroso,2019,90,4.3,False,0
Nothing to Lose 2,2019,96,3.8,False,0
Manmadhudu 2,2019,155,4.8,False,0
Kevin Hart's Guide to Black History,2019,63,5.5,False,0
Crazy Awesome Teachers,2020,101,6.2,False,0
"Coronavirus, Explained",2020,23,7.6,True,1
ReMastered: The Lion's Share,2019,84,6.9,False,0
ReMastered: Massacre at the Stadium,2019,64,7.2,False,1
Iliza Shlesinger: Unveiled,2019,78,6.5,False,0
Motichoor Chaknachoor,2019,150,5.8,False,0
Any Crybabies Around?,2020,106,6.0,False,0
Hasmukh,2020,32,5.3,True,0
Bulletproof 2,2020,97,3.5,False,0
The Body,2019,104,5.5,False,0
A Little Thing Called First Love,2019,42,8.0,True,1
A Choo,2020,101,5.4,False,0
Uyare,2019,125,8.1,False,1
Eeb Allay Ooo!,2020,97,7.2,False,1
Axone,2019,96,6.9,False,0
Twogether,2020,0,8.4,True,1
Choked: Paisa Bolta Hai,2020,114,5.7,False,0
Tiffany Haddish Presents: They Ready,2019,23,6.5,True,0
Afonso Padilha: Classless,2020,63,6.9,False,0
Irandam Ulagaporin Kadaisi Gundu,2019,141,7.2,False,1
A Queen Is Born,2020,44,5.9,True,0
Antoine Griezmann: The Making of a Legend,2019,60,6.5,False,0
Mundina Nildana,2019,106,6.2,False,0
A Go! Go! Cory Carson Halloween,2020,21,6.3,False,0
Go! The Unforgettable Party,2019,60,5.0,False,0
Edoardo Ferrario: Temi Caldi,2019,65,6.4,False,0
Sky Tour: The Movie,2020,94,8.8,False,1
Tiffany Haddish: Black Mitzvah,2019,55,6.2,False,0
Sing On! Spain,2020,39,6.0,True,0
Sillu Karupatti,2019,138,8.0,False,1
The Lost Okoroshi,2020,94,5.8,False,0
Cooked With Cannabis,2020,37,6.5,True,0
Kappela,2020,113,7.5,False,1
Adam Devine: Best Time of Our Lives,2019,58,5.9,False,0
Mo Gilligan: Momentum,2019,64,6.3,False,0
Uncovered,2019,95,4.8,False,0
London Hughes: To Catch A D*ck,2020,60,4.7,False,0
Kandasamys: The Wedding,2019,98,6.0,False,0
Velvet ColecciÃ³n: Grand Finale,2020,82,7.2,False,1
Dark City Beneath the Beat,2020,65,6.7,False,0
Redemption,2019,100,6.0,False,0
Mi amigo Alexis,2019,100,5.1,False,0
Citation,2020,151,6.1,False,0
Voices of Fire,2020,36,6.8,True,0
Larry Charles' Dangerous World of Comedy,2019,0,7.3,True,1
Whindersson Nunes: Adulto,2019,68,7.0,False,1
No hay tiempo para la vergÃ¼enza,2019,44,5.7,True,0
Bhangra Paa Le,2020,131,6.2,False,0
Anelka: Misunderstood,2020,94,6.4,False,0
Fadily Camara: La plus drÃ´le de tes copines,2019,54,5.7,False,0
Saverio Raimondo: Il Satiro Parlante,2019,53,5.6,False,0
Ã’lÃ²tÅ«rÃ©,2019,106,5.5,False,0
La Vocera,2020,82,7.2,False,1
Money Trap,2019,121,6.0,False,0
"Rob Schneider: Asian Momma, Mexican Kids",2020,44,5.5,False,0
Kill Me If You Dare,2019,104,4.4,False,0
Seriously Single,2020,107,4.4,False,0
Legend Quest: Masters of Myth,2019,25,7.6,True,1
Badanamu Stories,2020,13,3.4,True,0
Super Monsters: Vida's First Halloween,2019,24,5.9,False,0
Alex FernÃ¡ndez: The Best Comedian in the World,2020,51,6.2,False,0
Still Laugh-In: The Stars Celebrate,2019,60,5.2,False,0
Asura Guru,2020,120,3.2,False,0
Hong Kong West Side Stories,2019,23,5.7,True,0
Lift Like a Girl,2020,93,7.8,False,1
Wanted - Matloubin,2019,90,7.2,False,1
Francesco De Carlo: Cose di Questo Mondo,2019,61,6.3,False,0
Gone,2020,15,7.1,False,1
Charlie's Colorforms City,2019,23,7.0,True,1
The Legend of White Snake,2019,46,7.4,True,1
A Family Reunion Christmas,2019,29,5.8,False,0
Mayday Life,2019,112,6.7,False,0
Voiceless,2020,120,6.8,False,0
Mujeres arriba,2020,100,3.8,False,0
Ricardo Quevedo: los amargados somos mÃ¡s,2019,58,7.3,False,1
Bangkok Love Stories: Plead,2019,44,7.3,True,1
Guna 369,2019,146,6.7,False,0
RattleSnake: The Ahanna Story,2020,135,5.3,False,0
Dino Girl Gauko,2019,9,6.6,True,0
LÃ©a & I,2019,84,6.5,False,0
Bookmarks: Celebrating Black Voices,2020,7,5.0,True,0
"No andaba muerto, estaba de parranda",2020,90,5.2,False,0
Hikaru Utada Laughter in the Dark Tour 2018,2019,141,8.3,False,1
George Lopez: We'll Do It for Half,2020,51,5.7,False,0
Spirit Riding Free: Spirit of Christmas,2019,45,5.2,False,0
Maska,2020,111,5.8,False,0
Class of '83,2020,98,5.8,False,0
The Car: Road to Revenge,2019,89,4.0,False,0
Vir Das: For India,2020,75,7.7,False,1
Mike Epps: Only One Mike,2019,63,4.7,False,0
Revenge of the Pontianak,2019,92,5.3,False,0
Night on Earth: Shot in the Dark,2020,59,7.8,False,1
Love and Fury,2020,93,6.8,False,0
Thomas & Friends: Marvelous Machinery,2020,59,6.1,False,0
The Path of the Anaconda,2019,73,6.8,False,0
Aaviri,2019,113,4.0,False,0
Chaman Bahar,2020,111,7.0,False,1
Dorasani,2019,130,5.8,False,0
Kaake Da Viyah,2019,133,5.0,False,0
Yeh Ballet,2020,117,7.5,False,1
Super Monsters Furever Friends,2019,58,5.7,False,0
Super Monsters Back to School,2019,23,6.2,False,0
Marjoun and the Flying Headscarf,2019,84,6.8,False,0
Arashi's Diary: Voyage,2019,31,7.7,True,1
True: Friendship Day,2020,23,6.8,False,0
"Hello, Privilege. It's Me, Chelsea",2019,64,4.5,False,0
Bombay Rose,2019,97,6.2,False,0
Thottappan,2019,140,6.9,False,0
Luccas Neto em: Uma BabÃ¡ Muito Esquisita,2019,75,3.0,False,0
I'm Leaving Now,2019,74,6.5,False,0
Spirit Riding Free: Ride Along Adventure,2020,22,5.9,False,0
Fan Girl,2020,100,6.7,False,0
122,2019,95,6.2,False,0
A Trash Truck Christmas,2020,28,5.5,False,0
Lugar de Mulher,2019,15,4.7,True,0
Mighty Little Bheem: Festival of Colors,2020,6,7.2,True,1
"Yours Sincerely, Kanan Gill",2020,72,7.2,False,1
The Zoya Factor,2019,134,4.2,False,0
Mere Pyare Prime Minister,2019,104,6.8,False,0
Daniel Sosa: Maleducado,2019,54,6.1,False,0
A Thousand Goodnights,2019,84,8.0,True,1
Red Snow,2019,100,4.6,False,0
Ibrahim: A Fate to Define,2019,75,7.5,False,1
To Be of Service,2019,88,7.3,False,1
It Takes a Lunatic,2019,126,6.6,False,0
What are the Odds?,2019,92,5.3,False,0
Omo Ghetto: The Saga,2020,110,7.2,False,1
The App,2019,79,2.7,False,0
Amit Tandon: Family Tandoncies,2020,72,7.0,False,1
Belmonte,2019,75,6.1,False,0
40 Sticks,2020,93,6.7,False,0
An Unremarkable Christmas,2020,83,3.2,False,0
Who's the Boss,2020,105,5.6,False,0
Love Like the Falling Rain,2020,86,4.9,False,0
Bombairiya,2019,108,4.5,False,0
"Hello, Love, Goodbye",2019,118,7.4,False,1
Kilometers and Kilometers,2020,129,6.4,False,0
Love for Sale 2,2019,92,7.0,False,1
Liss Pereira: Reteniendo Liquidos,2019,59,6.4,False,0
Los Tigres del Norte at Folsom Prison,2019,64,7.0,False,1
Cops and Robbers,2020,8,6.9,False,0
Nailed It! Germany,2020,35,5.7,True,0
Sarvam Thaala Mayam,2019,133,7.6,False,1
Miranda Sings Live... Your Welcome,2019,61,5.5,False,0
Jeff Garlin: Our Man in Chicago,2019,58,5.9,False,0
Hope Ranch,2020,81,4.3,False,0
Six Windows in the Desert,2020,21,4.3,True,0
Isa Pa with Feelings,2019,102,7.9,False,1
Scams,2019,24,6.4,True,0
Kasanova,2019,115,6.7,False,0
K. D.,2019,119,8.5,False,1
We Are One,2020,86,4.6,False,0
"Martin Matte: La vie, la mort... eh la la..!",2019,61,6.5,False,0
Small Chops,2020,98,2.9,False,0
Finding Agnes,2020,105,4.9,False,0
Rhys Nicholson: Live at the Athenaeum,2020,65,7.6,False,1
Perfume Imaginary Museum â€œTime Warpâ€,2020,53,6.5,False,0
Pegasus,2019,98,6.3,False,0
Kannum Kannum Kollaiyadithaal,2020,162,7.7,False,1
"Wait, My Youth",2019,36,8.1,True,1
Nailed It! France,2019,34,6.4,True,0
GIMS: On the Record,2020,96,6.8,False,0
Bangkok Buddies,2019,40,6.8,True,0
Leyla Everlasting,2020,112,3.7,False,0
Bigflo & Oli: Hip Hop Frenzy,2020,100,6.7,False,0
27 Steps of May,2019,112,8.1,False,1
Pinky Malinky,2019,13,5.8,True,0
Single Slipper Size - 7,2019,120,8.4,False,1
The Charming Stepmom,2019,56,7.8,True,1
Mallesham,2019,131,8.3,False,1
Deon Cole: Cole Hearted,2019,69,6.9,False,0
15-Aug,2019,124,5.8,False,0
Sab el-Burumbah,2019,95,5.5,False,0
Mehandi Circus,2019,135,7.4,False,1
David Batra: Elephant in The Room,2020,77,5.9,False,0
A New York Christmas Wedding,2020,88,5.3,False,0
Sanitation Day,2020,104,3.3,False,0
The Millions,2019,94,5.5,False,0
One Day We'll Talk About Today,2020,121,7.4,False,1
Once Upon a Time in Lingjian Mountain,2019,45,7.5,True,1
The Perfect Picture: Ten Years Later,2019,150,6.2,False,0
True: Terrific Tales,2020,8,5.7,True,0
The Beginning of Life 2: Outside,2020,92,8.1,False,1
Somewhere Only We Know,2019,58,7.3,True,1
Fukrey Boyzzz: Space Mein Fukrapanti,2020,74,7.8,False,1
Anitta: Made in HonÃ³rio,2020,29,6.8,True,0
In the Bosom of a Thorn,2019,46,7.3,True,1
All Because of You,2020,101,4.2,False,0
Uriyadi 2,2019,119,7.1,False,1
Guddiyan Patole,2019,127,7.0,False,1
Albert  Pinto Ko Gussa Kyun Aata Hai?,2019,82,5.5,False,0
Maniyarayile Ashokan,2020,110,4.7,False,0
Futmalls.com,2020,40,6.4,True,0
Valentino,2020,39,5.2,True,0
Chippa,2019,90,6.4,False,0
4th Republic,2019,119,6.2,False,0
A Tale of Two Kitchens,2019,29,6.5,False,0
Mokalik (Mechanic),2019,100,6.2,False,0
The Body Remembers When the World Broke Open,2019,105,7.0,False,1
2 Weeks in Lagos,2019,107,6.6,False,0
Kids on the Block,2019,103,5.7,False,0
J-Style Trip,2020,64,4.9,True,0
Horrid Henry's Gross Day Out,2020,61,6.1,False,0
The Knight and the Princess,2019,97,5.9,False,0
Penalty,2019,128,5.3,False,0
The 9th Precinct,2019,94,5.6,False,0
Malaal,2019,136,5.9,False,0
Evvarikee Cheppoddu,2019,133,7.2,False,1
Nasha Natasha,2020,83,6.4,False,0
Super Monsters Save Christmas,2019,24,4.8,False,0
Luckee,2019,113,4.7,False,0
In Vitro,2019,27,7.7,False,1
"Sincerely Yours, Dhaka",2019,134,6.9,False,0
Kambili: The Whole 30 Yards,2020,119,6.6,False,0
Saavat,2019,117,6.6,False,0
Krutant,2019,116,6.4,False,0
ç³–ç³–Online,2019,24,5.5,True,0
This Earth of Mankind,2019,181,6.9,False,0
Holy Expectations,2019,89,5.2,False,0
Classmates Minus,2020,122,7.1,False,1
Masameer: The Movie,2020,112,5.9,False,0
Sethum Aayiram Pon,2019,102,7.2,False,1
The App That Stole Christmas,2020,63,3.7,False,0
Ali & Alia,2019,105,5.0,False,0
Time Out,2019,93,5.9,False,0
Sleepless Society NYCTOPHOBIA,2019,46,5.5,True,0
Ave Maryam,2019,74,7.0,False,1
Chico Bon Bon and the Very Berry Holiday,2020,25,5.9,False,0
Uncle Naji in UAE,2019,95,5.0,False,0
Tarung Sarung,2020,115,6.3,False,0
Lola Igna,2019,114,7.2,False,1
Vir Das: Outside in - The Lockdown Special,2020,50,6.5,False,0
Kenny Sebastian: The Most Interesting Person in the Room,2020,67,6.2,False,0
We Are Legends,2019,108,5.1,False,0
Fate of Alakada,2020,114,7.0,False,1
A Go! Go! Cory Carson Christmas,2020,21,6.3,False,0
Your Excellency,2019,120,6.6,False,0
Elevator Baby,2019,83,6.9,False,0
Andre and His Olive Tree,2020,104,6.6,False,0
Nenjamundu Nermaiyundu Odu Raja,2019,128,6.1,False,0
Namaste Wahala,2020,106,5.2,False,0
Super Monsters: Santa's Super Monster Helpers,2020,24,4.5,False,0
High End Yaariyaan,2019,140,5.8,False,0
Nimbe: The Movie,2019,110,5.9,False,0
In Paradox,2019,95,5.0,False,0
The Panti Sisters,2019,108,5.6,False,0
Luccas Neto in: Children's Day,2019,81,2.5,False,0
Holiday Home Makeover with Mr. Christmas,2020,43,5.8,True,0
Buddi,2020,8,7.1,True,1
I'm Glad I Did,2020,123,8.4,False,1
RK Nagar,2019,110,5.1,False,0
Ladies Up,2020,17,4.3,True,0
Kings of Jo'Burg,2020,51,5.6,True,0
Si Doel the Movie 2,2019,95,7.0,False,1
My Stupid Boss 2,2019,94,6.6,False,0
Mariposa,2020,117,7.7,False,1
The House Arrest of Us,2020,26,5.6,True,0
The Smart Money Woman,2020,48,6.4,True,0
Kaagar,2019,129,6.2,False,0
Four Sisters Before the Wedding,2020,116,6.3,False,0
Extreme Engagement,2019,40,5.6,True,0
Fary: Hexagone,2020,51,6.2,True,0
Carlos Almaraz: Playing with Fire,2019,82,7.5,False,1
True Tunes,2019,3,8.0,True,1
Bypass Road,2019,137,5.4,False,0
Rakkhosh,2019,113,4.9,False,0
Hamid,2019,108,7.7,False,1
Children of Adam,2020,41,7.8,True,1
Word Party Songs,2020,4,3.6,True,0
A Home with a View,2019,92,5.9,False,0
Cemara's Family,2019,110,7.8,False,1
David A. Arnold Fat Ballerina,2020,60,7.4,False,1
Alone/Together,2019,103,6.8,False,0
Between Maybes,2019,107,6.2,False,0
Sur Sapata,2019,128,7.4,False,1
Si Doel the Movie 3,2020,93,6.7,False,0
Mama Drama,2020,85,6.3,False,0
The Defected,2019,42,7.4,True,1
Tuna Girl,2019,89,6.1,False,0
The Wedding Shaman,2019,111,7.1,False,1
Dilan 1991,2019,118,6.8,False,0
She Is,2019,106,5.8,False,0
Bhai - Vyakti Ki Valli 2,2019,130,7.8,False,1
Elf Pets: A Fox Cub's Christmas Tale,2019,28,4.7,False,0
This Lady Called Life,2020,120,6.8,False,0
One Take,2020,85,5.9,False,0
#FriendButMarried 2,2020,104,6.9,False,0
Luccas Neto in: Summer Camp,2019,87,2.8,False,0
Girl's Revenge,2020,81,5.7,False,0
Kolaiyuthir Kaalam,2019,109,2.6,False,0
Sakaling Maging Tayo,2019,90,7.1,False,1
Story of Kale: When Someone's in Love,2020,77,6.4,False,0
Mighty Little Bheem: Diwali,2019,24,7.7,True,1
Born Beautiful,2019,96,5.5,False,0
Milea,2020,99,6.4,False,0
Stunt School,2019,95,4.4,False,0
A Perfect Day for Arsenide,2020,23,5.0,True,0
Anatomy of a Scandal,2022,45,7.0,True,1
Heartstopper,2022,28,8.9,True,1
The Pentaverate,2022,27,6.1,True,0
Inventing Anna,2022,68,6.8,True,0
The Adam Project,2022,106,6.7,False,0
Operation Mincemeat,2022,128,6.9,False,0
The Power of the Dog,2021,126,6.9,False,0
Pieces of Her,2022,52,6.4,True,0
Choose or Die,2022,85,4.7,False,0
Metal Lords,2022,97,6.7,False,0
Conversations with a Killer: The John Wayne Gacy Tapes,2022,61,7.2,True,1
The Bubble,2022,126,4.7,False,0
White Hot: The Rise & Fall of Abercrombie & Fitch,2022,88,5.6,False,0
Pacific Rim: The Black,2021,24,7.0,True,1
Vikings: Valhalla,2022,51,7.1,True,1
Arcane,2021,41,9.1,True,1
Windfall,2022,92,5.7,False,0
"tick, tick... BOOM!",2021,121,7.5,False,1
Hold Tight,2022,47,6.1,True,0
Bad Vegan: Fame. Fraud. Fugitives.,2022,52,5.8,True,0
Midnight Mass,2021,64,7.7,True,1
Don't Look Up,2021,138,7.2,False,1
Murderville,2022,34,6.9,True,0
Clark,2022,61,7.5,True,1
The Ultimatum: Marry or Move On,2022,50,5.4,True,0
Apollo 10Â½:  A Space Age Childhood,2022,98,7.3,False,1
Hard Cell,2022,26,6.1,True,0
The Woman in the House Across the Street from the Girl in the Window,2022,26,6.3,True,0
Archive 81,2022,54,7.3,True,1
Peter Rabbit 2: The Runaway,2021,93,6.2,False,0
Jimmy Savile: A British Horror Story,2022,85,6.7,True,0
Squid Game,2021,54,8.0,True,1
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,101,6.2,False,0
Black Crab,2022,114,5.6,False,0
Yakamoz S-245,2022,48,6.1,True,0
Bubble,2022,101,6.5,False,0
The Lost Daughter,2021,122,6.7,False,0
365 Days: This Day,2022,111,2.5,False,0
Welcome To Eden,2022,41,4.9,True,0
The Mitchells vs. the Machines,2021,113,7.6,False,1
Red Notice,2021,117,6.3,False,0
Stay Close,2021,47,6.9,True,0
Maid,2021,54,8.4,True,1
The Marked Heart,2022,44,6.3,True,0
Meltdown: Three Mile Island,2022,44,7.0,True,1
Shadow and Bone,2021,52,7.6,True,1
Lupin,2021,46,7.5,True,1
The Alpinist,2021,92,8.0,False,1
The Harder They Fall,2021,139,6.5,False,0
Against the Ice,2022,102,6.5,False,0
Brand New Cherry Flavor,2021,43,7.1,True,1
Human Resources,2022,27,7.2,True,1
All of Us Are Dead,2022,61,7.5,True,1
Heirs to the Land,2022,54,7.0,True,1
The House,2022,97,6.8,False,0
Return to Space,2022,128,7.3,False,1
The Weekend Away,2022,91,5.6,False,0
Behind Her Eyes,2021,50,7.2,True,1
Gangubai Kathiawadi,2022,157,7.0,False,1
Is It Cake?,2022,38,5.7,True,0
Along for the Ride,2022,106,6.0,False,0
The Andy Warhol Diaries,2022,66,7.7,True,1
The Colony,2021,104,5.4,False,0
Rescued by Ruby,2022,93,7.1,False,1
The Cuphead Show!,2022,15,7.5,True,1
The Takedown,2022,119,5.7,False,0
Diana: The Musical,2021,117,4.3,False,0
Cowboy Bebop,2021,45,6.6,True,0
The Hand of God,2021,130,7.4,False,1
The 7 Lives of Lea,2022,41,7.5,True,1
The Unforgivable,2021,112,7.1,False,1
The Guilty,2021,90,6.3,False,0
Coming Home in the Dark,2021,93,5.7,False,0
The Tinder Swindler,2022,114,7.2,False,1
The Silent Sea,2021,45,6.9,True,0
Sweet Tooth,2021,45,7.8,True,1
Till Death,2021,89,5.8,False,0
Clickbait,2021,46,7.2,True,1
Worst Roommate Ever,2022,47,8.1,True,1
Hellbound,2021,52,6.6,True,0
In from the Cold,2022,49,6.2,True,0
Silverton Siege,2022,100,6.1,False,0
Komi Can't Communicate,2021,24,7.8,True,1
Tomorrow,2022,60,7.7,True,1
Munich: The Edge of War,2022,129,6.8,False,0
Ginny & Georgia,2021,54,7.4,True,1
Texas Chainsaw Massacre,2022,83,4.8,False,0
Passing,2021,98,6.7,False,0
Downfall: The Case Against Boeing,2022,89,7.4,False,1
Inside Job,2021,28,7.6,True,1
Dirty Lines,2022,46,7.3,True,1
Trivia Quest,2022,9,5.6,True,0
Army of Thieves,2021,127,6.4,False,0
Gunpowder Milkshake,2021,114,6.0,False,0
Captain Nova,2021,86,5.5,False,0
The Sparks Brothers,2021,140,7.8,False,1
The Chair,2021,30,7.2,True,1
The Trip,2021,113,6.9,False,0
Sex/Life,2021,48,5.4,True,0
The Chestnut Man,2021,55,7.7,True,1
Outlaws,2021,125,6.9,False,0
Army of the Dead,2021,148,5.7,False,0
My Liberation Notes,2022,62,8.4,True,1
jeen-yuhs,2022,93,8.1,True,1
True Story,2021,39,7.5,True,1
14 Peaks: Nothing Is Impossible,2021,101,7.8,False,1
Halston,2021,47,7.5,True,1
Anxious People,2021,29,6.8,True,0
Bo Burnham: Inside,2021,87,8.699999999999998,False,1
Young Royals,2021,45,8.3,True,1
Oxygen,2021,100,6.5,False,0
The Shadow in My Eye,2021,107,7.3,False,1
Resident Evil: Infinite Darkness,2021,27,5.8,True,0
Our Blues,2022,68,7.7,True,1
The Serpent,2021,57,7.6,True,1
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,2021,102,7.9,False,1
Hit & Run,2021,49,7.1,True,1
Bigbug,2022,111,5.4,False,0
Trust No One: The Hunt for the Crypto King,2022,90,6.3,False,0
Murder Among the Mormons,2021,53,7.0,True,1
Kate,2021,106,6.2,False,0
Worth,2021,118,6.8,False,0
Katla,2021,46,7.0,True,1
The Last Bus,2022,35,5.0,True,0
Cracow Monsters,2022,52,5.5,True,0
The Puppet Master: Hunting the Ultimate Conman,2022,42,7.0,True,1
Twenty Five Twenty One,2022,76,8.699999999999998,True,1
Today We Fix the World,2022,113,6.2,False,0
Nightbooks,2021,103,5.7,False,0
Firefly Lane,2021,52,7.4,True,1
Furioza,2021,139,6.2,False,0
The Billion Dollar Code,2021,67,8.0,True,1
Last Man Down,2021,87,5.0,False,0
Rumspringa - Ein Amish in Berlin,2022,102,5.3,False,0
No One Gets Out Alive,2021,85,5.3,False,0
The Woman in the Window,2021,102,5.7,False,0
Radhe Shyam,2022,138,6.9,False,0
The Principles of Pleasure,2022,51,4.7,True,0
Honeymoon With My Mother,2022,110,5.8,False,0
Attenborough's Life in Colour,2021,51,8.199999999999998,True,1
Home Team,2022,99,6.0,False,0
The Turning Point,2021,98,7.0,False,1
Making Fun,2022,41,7.0,True,1
The Irregulars,2021,53,5.9,True,0
After We Fell,2021,99,4.6,False,0
My Name,2021,50,7.8,True,1
Hypnotic,2021,88,5.3,False,0
Turning Point: 9/11 and the War on Terror,2021,62,8.0,True,1
Yaksha: Ruthless Operations,2022,125,6.2,False,0
The Vault,2021,118,6.4,False,0
How to Become a Tyrant,2021,27,7.4,True,1
The Taming of the Shrewd,2022,112,4.6,False,0
Who Killed Sara?,2021,41,6.4,True,0
The Innocent,2021,58,7.8,True,1
Masters of the Universe: Revelation,2021,26,5.2,True,0
The Dig,2021,112,7.1,False,1
Maya and the Three,2021,131,8.1,True,1
Aftermath,2021,114,5.3,False,0
Night Stalker: The Hunt for a Serial Killer,2021,47,7.5,True,1
The Girl from Oslo,2021,31,6.3,True,0
Samurai Rabbit: The Usagi Chronicles,2022,25,6.6,True,0
Taylor Tomlinson: Look at You,2022,60,7.3,False,1
The Witcher: Nightmare of the Wolf,2021,83,7.2,False,1
Prayers for the Stolen,2021,110,7.3,False,1
There's Someone Inside Your House,2021,86,4.8,False,0
Zone 414,2021,98,4.9,False,0
Vincenzo,2021,81,8.4,True,1
The One,2021,42,6.6,True,0
Blood Red Sky,2021,121,6.1,False,0
The Fable: The Killer Who Doesn't Kill,2021,132,6.8,False,0
The Starling,2021,102,6.3,False,0
Feria: The Darkest Light,2022,50,5.7,True,0
Intrusion,2021,92,5.3,False,0
My Little Pony: A New Generation,2021,91,6.8,False,0
Cosmic Sin,2021,88,2.5,False,0
Midnight at the Pera Palace,2022,44,7.1,True,1
VOIR,2021,20,6.8,True,0
Beast,2022,162,6.8,False,0
Kingdom: Ashin of the North,2021,92,7.2,False,1
Jupiter's Legacy,2021,45,6.7,True,0
The Summit of the Gods,2021,95,7.5,False,1
Vivo,2021,95,6.7,False,0
The Ice Road,2021,103,5.6,False,0
Robin Robin,2021,30,7.2,False,1
Fear Street: Part One - 1994,2021,107,6.2,False,0
Brazen,2022,94,4.0,False,0
Pretend It's a City,2021,29,8.1,True,1
Through My Window,2022,116,5.4,False,0
Crime Scene: The Vanishing at the Cecil Hotel,2021,55,5.9,True,0
Long Story Short,2021,90,6.5,False,0
Super Crooks,2021,30,7.1,True,1
Life After Death with Tyler Henry,2022,43,5.5,True,0
Night Teeth,2021,107,5.6,False,0
A Cop Movie,2021,107,7.0,False,1
Marmaduke,2022,88,3.0,False,0
Catching Killers,2021,40,7.1,True,1
Love Hard,2021,104,6.3,False,0
Animal,2021,45,7.9,True,1
Hometown Cha-Cha-Cha,2021,78,8.5,True,1
Stowaway,2021,117,5.6,False,0
Things Heard & Seen,2021,121,5.3,False,0
Fistful of Vengeance,2022,94,4.5,False,0
Procession,2021,118,7.2,False,1
Green Mothers' Club,2022,69,7.1,True,1
Bruised,2021,129,6.1,False,0
Space Sweepers,2021,136,6.5,False,0
The Last Letter From Your Lover,2021,110,6.6,False,0
The Pirates: The Last Royal Treasure,2022,126,6.0,False,0
Chosen,2022,44,4.3,True,0
Dave Chappelle: The Closer,2021,72,8.0,False,1
An astrological guide for broken hearts,2021,34,7.1,True,1
Sophie: A Murder in West Cork,2021,55,6.8,True,0
Yes Day,2021,86,5.7,False,0
Standing Up,2022,46,6.2,True,0
Who Rules The World,2022,44,9.2,True,1
Monsters Inside: The 24 Faces of Billy Milligan,2021,61,6.2,True,0
Countdown: Inspiration4 Mission to Space,2021,50,7.9,True,1
GlÃ³ria,2021,44,8.0,True,1
This Is a Robbery: The World's Biggest Art Heist,2021,53,6.5,True,0
"Bob Ross: Happy Accidents, Betrayal & Greed",2021,92,6.9,False,0
Jim Gaffigan: Comedy Monster,2021,70,6.8,False,0
The Wasteland,2022,91,4.6,False,0
Fear Street: Part Two - 1978,2021,109,6.7,False,0
The Lovebirds,2021,87,6.0,False,0
Final Account,2021,94,7.1,False,1
Heist,2021,43,6.8,True,0
History of Swear Words,2021,21,6.4,True,0
Trese,2021,29,7.0,True,1
The Sound of Magic,2022,69,8.0,True,1
Awake,2021,96,4.8,False,0
The God Committee,2021,98,5.8,False,0
Malcolm & Marie,2021,106,6.6,False,0
The White Tiger,2021,125,7.1,False,1
Seaspiracy,2021,80,8.1,False,1
He's Expecting,2022,26,1.6,True,0
Fatherhood,2021,109,6.6,False,0
He-Man and the Masters of the Universe,2021,26,5.8,True,0
Moxie,2021,111,6.7,False,0
Rurouni Kenshin: The Beginning,2021,138,7.4,False,1
Britney vs. Spears,2021,93,6.4,False,0
Ali Wong: Don Wong,2022,59,6.5,False,0
Colin in Black & White,2021,32,5.4,True,0
The Sons of Sam: A Descent Into Darkness,2021,60,7.0,True,1
Back to the Outback,2021,95,6.5,False,0
Crime Scene: The Times Square Killer,2021,49,6.5,True,0
Badhaai Do,2022,147,7.3,False,1
Tyler Perry's A Madea Homecoming,2022,105,5.6,False,0
Gone for Good,2021,49,6.3,True,0
High-Rise Invasion,2021,25,6.6,True,0
Record of Ragnarok,2021,24,6.2,True,0
Dancing on Glass,2022,137,5.5,False,0
All Hail,2022,118,5.6,False,0
Beckett,2021,109,5.6,False,0
7 Prisoners,2021,93,7.1,False,1
"Money, Explained",2021,23,6.9,True,0
83,2021,163,7.4,False,1
The Way of the Househusband,2021,17,7.3,True,1
Fate: The Winx Saga,2021,50,6.8,True,0
Shaman King,2021,23,7.0,True,1
SAS: Red Notice,2021,124,5.2,False,0
Jaguar,2021,43,5.7,True,0
Dasvi,2022,125,8.0,False,1
